title,cluster_label
Detroit superintendent defends critical race theory and says it embedded in the curriculum,29
House Democratic Caucus Ducks Vote To Ban Critical Race Stereotyping In Michigan Schools,25
Salvation Army Removes Document It Says Was Misinterpreted as CRT,58
Superintendent says Detroit schools  deeply using critical race theory  ,29
From Blackness to CRT : Michael Eric Dyson takes on race in America,62
UF professor files grievance over school denial of critical race theory concentration title,16
Black Voices Excluded from Critical Race Theory Debates in Virginia | History News Network,8
UF professor : I was threatened after putting  critical  and  race  in job description,16
Detroit Superintendent Admits Curriculum  Is Deeply Using Critical Race Theory  ,29
Taxpayer - funded critical race theory training program draws criticism,60
The Political Reality of Critical Race Theory,0
Watch : School Superintendent Brags About CRT Being  Embedded  in Curriculum,1
Ed Department Extends Million - Dollar Funding for CRT Training Program,32
"Coalition Calls on States to Increase Transparency , End Critical Race Theory in Schools",60
"Hearing on critical race theory in Kansas schools veers into sex , religion and supposition",60
Headlam : CRT truth,58
"Preston Love Jr .: Crying  CRT  is really a diversion from opposition to diversity , equity and inclusion",57
"Detroit Superintendent @ Dr _ Vitti :  Our curriculum is deeply using critical race theory , especially in social studies … – Investment Watch",59
Inside one school district confounding struggle to define critical race theory,11
Students request University of Oregon mandate critical race theory as graduation requirement,60
Black parents say movement to ban critical race theory is ruining their children education,99
Univ . of Florida Accused of Renaming  Critical Race  Study Over Fear of Offending Lawmakers,55
Complaint : UF wants to ax  critical race  from study title,16
Requiring critical race theory at University of Oregon requested by student government,60
Complaint : UF Wants to Ax  Critical Race  From Study Title – NBC 6 South Florida,16
Complaint : University of Florida wants to ax  critical race  from study title,16
No new teachers in Lisle sign pledge on Nov . 30 to teach Critical Race Theory,26
Greater New Haven NAACP sets virtual panel discussion on critical race theory,92
No new teachers in Roselle sign pledge on Nov . 30 to teach Critical Race Theory,10
"Readers sound off : Why critical race theory is necessary , stolen elections , and airline aberrant assumptions",39
ELWOOD WATSON : Conservatives cling to faux outrage over critical race theory,93
A UF Professor Used  Critical  and  Race  in a Sentence . Trouble Ensued | History News Network,16
Kansas lawmakers conflating diversity with critical race theory,49
Kansas lawmakers would be better served focusing on education than critical race theory red herring,60
POV : What the Public Doesnt Get : Anti - Critical Race Theory Lawmakers Are Passing Pro - CRT Laws | BU Today,49
Clarence Page : Critical race theory is no excuse for ignorance,71
Exclusive Ricketts : U of Nebraska Denies Use of CRT While Hiring a  Critical Race Theorist  ,45
Oregon university student government wants critical race theory graduation  requirement  ,60
Critical Race Theory and America Fear of Reality,39
Calls to ban books intensify amid critical race theory debate,44
Is Salvation Army united states marching to the beat of Critical Race Theory ? » MercatorNet,92
"UO student leaders push to require CRT to graduate , sparking controversy",6
"Divisive issues like critical race theory , mask mandates driving interest in local school board elections",72
Salvation Army Responds to  CRT  Criticism :  The Mission of the Salvation Army Is to Preach the Gospel of Jesus  ,57
Massachusetts teacher fired for opposing CRT on TikTok sues superintendent and principal,81
Tom Fitton : CRT is the pandemic we need to worry about in our schools,52
Complaint : UF wants to ax  critical race  from study title - South Florida Sun - Sentinel,16
No new teachers in Bartlett sign pledge on Dec . 1 to teach Critical Race Theory,10
Texas social studies bill targeting critical race theory becomes law,20
No new teachers in Wheaton sign pledge on Dec . 1 to teach Critical Race Theory,10
No new teachers in Glen Ellyn sign pledge on Dec . 1 to teach Critical Race Theory,26
Complaint : UF wants to ax  critical race  from study title | Sunshine State News,16
Shots fired ! Top NYC private schools rocked by CRT scandals issue COVID vaccine mandates which order ALL students aged five and up to receive jab or face expulsion,38
"University of Florida wants to ax  critical race  from study title , complaint says",16
ASG condemns anti - critical race theory bill,23
"Ginnie Graham : From whole language to Critical Race Theory , misinformed outrage is tiring",19
"Good Afternoon , News : Private Security Guard Indicted , Students Demand Critical Race Theory , and Omicron Continues Its Spread",96
Critical Race Theory Is No Excuse for Ignorance,39
"CRT , pandemic topics discussed at Peck town hall",31
Outrage about CRT is not  artificial  – St . Louis Call Newspapers,31
Teen Vogue : CRT Opposition  Closely Mirror Past Anti - Integration Fights,9
Massachusetts Teacher Sues District for Being Fired for Social Media Posts Opposing CRT and Gender Ideology,81
Letter : Salvation Army rumor regarding Critical Race Theory not true,18
Critical race theory : Black parents say movement to ban is ruining their children education,2
CNN reporter confronts GOP politician about statements on critical race theory,56
Critical Race Theory is no excuse for ignorance,39
"No , the Battle Over Critical Race Theory Isnt Like the Fight Over Segregation – RedState",39
Taxpayer - funded critical race theory training program draws criticism – Corridor News,96
"Critical Race Theory Serves to Usher in Communist Agenda in America , Says Philosophy Professor",68
Critical race theory threat to Mississippi children – The Daily Mississippian,8
Black parents say their voices have been left out of the critical race theory debate,77
There Is No  I  In CRT,58
"Kleefisch misinterpreted  CRT  training session , educators say",1
"Salvation Army responds to claim it promoting CRT , going  woke  ",34
"Schools Say They Teach Critical Race Theory , Even as Education Reporters Falsely Deny It",29
Critical Race Trove From California District Tells Students How To Use Witchcraft On People Who Say  All Lives Matter  ,2
Tom H . Hastings : Critical race to the bottom,71
John B . King raises critical race theory in Maryland governor race,22
No new teachers in Lisle sign pledge on Dec . 4 to teach Critical Race Theory,26
No new teachers in Bartlett sign pledge on Dec . 4 to teach Critical Race Theory,10
No new teachers in Downers Grove sign pledge on Dec . 4 to teach Critical Race Theory,10
No new teachers in Roselle sign pledge on Dec . 4 to teach Critical Race Theory,10
"Does Critical Race Theory Make Sense , Or Is It Senseless ? ",90
"Italian Billionaires , Fondazione CRT Raise Overall Stake in Generali -- Update",21
New  critical race theory  law takes effect in Texas schools,30
"MLK , Not CRT | RealClearPolitics",9
CA District CRT Files Teach Students How to Use  Witchcraft  Against People Who Say  All Lives Matter  ,52
Assemblyman introduces bill to ban Critical Race Theory in N . J . ,25
Bill aims to prevent teaching critical race theory in NJ schools,42
Opinion : Fear of critical race theory drives hypocrisy in education,7
Group IRS filing reveals nexus of right - wing dark money and  critical race theory  media hysteria,96
How Progressives Became Anti - Anti - Critical Race Theory : 10 Blocks podcast,62
Interrogating a Critical Race Theory Critic,0
A New  Critical Race Theory  Law Goes Into Effect In Texas,20
Texas GOP targeting school board races as critical race theory debates heat up,30
Catholic League Slams Salvation Army Embrace of Critical Race Theory,76
"As critical race theory and mask mandate debates heat up , Texas GOP takes aim at local school board and municipal races",30
Marjorie Taylor Greene : CRT Forced on Jan . 6 Defendants,81
  A dog whistle and a lie : Black parents on the critical race theory debate,77
"Abbott blasts critical race theory , calls Beto ORourke campaign  evil  ",71
The Public Pulse : Televise more volleyball ; Helping restaurant workers ; CRT,40
How Progressives Became Anti - Anti - Critical Race Theory – Ricochet,68
  You down with CRT … yeah you know me … | Editorials,31
Critical race theory is an obstacle to social progress,0
Critical race theory is no excuse for ignorance,39
State Board of Education opposes anti - CRT legislation,95
Justices debate definition of religious instruction and bring up CRT in Maine school funding case,52
"Bill prohibiting critical race theory in technical colleges , UW System schools passes Assembly committee",25
"Rittenhouse NOT Guilty via Rule - of - Law , GUILTY via Critical Race Theory",96
"Nikole Hannah - Jones On 1619 Project Success , Critical Race Theory , UNC , + Banned Books Tour",71
Number of teachers pledging to teach Critical Race Theory in Lisle stagnates at one in week ending Dec . 4,5
No new teachers in Wheaton sign pledge on Dec . 6 to teach Critical Race Theory,10
